year,statefip,state,year_legalized,pot,ever_legalized,deaths,population,crude_death_rate,standard_error_for_crude_rate,low_confidence_limit_for_crude_rate,upper_confidence_limit_for_crude_rate,female_prop,male_prop,over_50_prop,under_30_prop,under_50_prop,american_indian_prop,asian_prop,black_prop,other_race_prop,white_prop,married_prop,not_married_prop,college_prop,higher_college_prop,hs_prop,less_hs_prop,some_college_prop,employed_prop,not_employed_prop,mean_children,mean_children_u5,mean_hrs_worked,median_income,sex,age_group,race_and_hispanic_origin
2001,22,Louisiana,0,0,0,265,4477875,5.918,0.36354,5.2054,6.6305,0.5282174260591527,0.4717825739408473,0.30511590727418064,0.18513189448441247,0.5097521982414068,0.005035971223021582,0.013988808952837729,0.23381294964028776,0.022222222222222223,0.7249400479616307,0.6363709032773781,0.3636290967226219,0.13844924060751398,0.06882494004796164,0.44996003197442047,0.14260591526778577,0.20015987210231814,0.6795363709032773,0.3204636290967226,0.9014388489208633,0.18081534772182253,32.51454836131095,15000,Both Sexes,All Ages,All Races-All Origins
2002,22,Louisiana,0,0,0,365,4497267,8.116,0.42481,7.2834,8.9487,0.5343159834177799,0.4656840165822202,0.32206356517733764,0.1855366190695532,0.49239981575310915,0.00718562874251497,0.012528788576692769,0.23970520497466605,0.018608935974205435,0.7219714417319207,0.6315983417779825,0.3684016582220175,0.14564716720405343,0.06780285582680792,0.427360663288807,0.15310916628281898,0.20608014739751268,0.6778443113772455,0.3221556886227545,0.8940580377706127,0.18811607554122525,31.993735605711652,15000,Both Sexes,All Ages,All Races-All Origins
2003,22,Louisiana,0,0,0,536,4521042,11.8557,0.51209,10.852,12.8594,0.5279394644935972,0.4720605355064028,0.33352735739231665,0.179860302677532,0.48661233993015135,0.005737568601363712,0.016630633627141195,0.23000166306336273,0.01588225511391984,0.7317478795942125,0.629802095459837,0.370197904540163,0.15017462165308498,0.0711791119241643,0.4180109762181939,0.1417761516713787,0.21885913853317812,0.6760352569432896,0.32396474305671047,0.8854980874771329,0.1783635456510893,31.735406618992183,15500,Both Sexes,All Ages,All Races-All Origins
2004,22,Louisiana,0,0,0,539,4552238,11.8403,0.51,10.8407,12.8399,0.5281512605042017,0.4718487394957983,0.3496638655462185,0.18546218487394958,0.4648739495798319,0.0054621848739495795,0.015126050420168067,0.22663865546218487,0.015630252100840337,0.7371428571428571,0.6230252100840337,0.3769747899159664,0.14941176470588236,0.07361344537815126,0.429327731092437,0.13369747899159665,0.21394957983193277,0.6681512605042017,0.3318487394957983,0.8628571428571429,0.17647058823529413,31.551260504201682,15100,Both Sexes,All Ages,All Races-All Origins
2005,22,Louisiana,0,0,0,661,4576628,14.4429,0.56177,13.3419,15.544,0.5325834742596453,0.46741652574035475,0.3641011523184017,0.17941558186180045,0.45648326581979787,0.007354387068863807,0.013450269398670705,0.23553702756911943,0.01883824281275809,0.7248200731505879,0.6146222519369174,0.38537774806308256,0.14547528218035946,0.0748417037007905,0.43575726589845437,0.13143508868525583,0.21249065953513982,0.6687379557163645,0.3312620442836355,0.8573563534825186,0.1663192669209895,31.78302591733197,16000,Both Sexes,All Ages,All Races-All Origins
2006,22,Louisiana,0,0,0,705,4302665,16.3852,0.6171,15.1757,17.5947,0.5198449095305595,0.4801550904694405,0.36487951304927874,0.18085549904110731,0.45426498790961395,0.006670557825398149,0.013090969732343867,0.24572667389310432,0.018010506128575,0.7165012924205787,0.5970149253731343,0.40298507462686567,0.1462519803218544,0.0724589343783874,0.4289585591595097,0.14304177436838156,0.20928875177186693,0.6690569498874344,0.33094305011256564,0.803635454014842,0.15913449512215458,31.84561827732844,16000,Both Sexes,All Ages,All Races-All Origins
2007,22,Louisiana,0,0,0,808,4375581,18.4661,0.64964,17.1928,19.7394,0.5215988894332844,0.47840111056671564,0.3698758778376613,0.18810223746529478,0.44202188469704395,0.00583864118895966,0.015841907561652786,0.24722358321084437,0.018618324350808426,0.7124775436877347,0.5912951167728238,0.40870488322717624,0.14980401763841256,0.07006369426751592,0.4314878327617181,0.1374326310632043,0.2112118242691491,0.6708312918504001,0.32916870814959986,0.819369590070227,0.16331863465621427,31.759105013882085,17000,Both Sexes,All Ages,All Races-All Origins
2008,22,Louisiana,0,0,0,647,4435586,14.5866,0.57346,13.4626,15.7105,0.5219197418834443,0.47808025811655575,0.38035894333534986,0.18386771526517443,0.4357733413994757,0.007057874571486187,0.014640048396854205,0.25605968945351887,0.018269812462189956,0.7039725751159508,0.5814478725549506,0.4185521274450494,0.15555555555555556,0.0695301472070982,0.4217382536801775,0.13087315991127244,0.22230288364589634,0.6922766686832023,0.30772333131679774,0.7883444242790886,0.1593063117564025,31.71401492236338,19000,Both Sexes,All Ages,All Races-All Origins
2009,22,Louisiana,0,0,0,584,4491648,13.0019,0.53802,11.9474,14.0564,0.5190748320333617,0.48092516796663837,0.3820758359718897,0.185458336551085,0.4324658274770253,0.0058691790871882,0.015367982083558576,0.26183489072515254,0.01996293150050197,0.6969650166035988,0.5758745849100316,0.4241254150899683,0.16279249362885165,0.0747934203413391,0.4073287512549232,0.12796354930882695,0.22712178546605916,0.6787782840373774,0.3212217159626226,0.7979380647154221,0.15645995829793807,30.99660205421268,19000,Both Sexes,All Ages,All Races-All Origins
2010,22,Louisiana,0,0,0,591,4533372,13.0367,0.53626,11.9856,14.0877,0.5191193955432823,0.48088060445671765,0.3832700494764699,0.19107889387488974,0.42565105664864034,0.008361139876500594,0.018218080006136617,0.27050972270164536,0.023204080849921375,0.679706976565796,0.5542515245656426,0.44574847543435736,0.16047251946458022,0.07459824339354888,0.4118820235492655,0.13427683810838797,0.21877037548421738,0.6659379434664212,0.3340620565335788,0.8002914892800982,0.16396272005522955,30.348789935949068,18000,Both Sexes,All Ages,All Races-All Origins
2011,22,Louisiana,0,0,0,601,4574836,13.1371,0.53587,12.0868,14.1874,0.5159669063635661,0.48403309363643393,0.3990953375086987,0.18762081496945798,0.41328384752184333,0.006726977499420088,0.016856104538776773,0.30205675404005256,0.020954148302791308,0.6534060156189593,0.5197943245959947,0.48020567540400527,0.1485734168406402,0.0711358540168561,0.418580375782881,0.13596999922678418,0.22574035413283847,0.6368978581922214,0.36310214180777856,0.7374545735714838,0.1457511791541019,28.914289028067735,15000,Both Sexes,All Ages,All Races-All Origins
2012,22,Louisiana,0,0,0,566,4601893,12.2993,0.51698,11.286,13.3126,0.5134287244624685,0.48657127553753154,0.4006427423674344,0.18601270181345167,0.41334455581911395,0.007498660953401178,0.017445864258933352,0.29432244242099626,0.02123345320988599,0.6594995791567833,0.5192440125487796,0.48075598745122045,0.15444946055551304,0.07797077052567143,0.40749100925855075,0.13107353278751244,0.2290152268727523,0.6531869309051955,0.3468130690948045,0.741066646262147,0.13826612594689724,29.493419542428647,16000,Both Sexes,All Ages,All Races-All Origins
2013,22,Louisiana,0,0,0,809,4625470,17.4901,0.61492,16.2849,18.6954,0.5135465627268906,0.4864534372731094,0.39898353013107113,0.1924414383430777,0.4085750315258512,0.006840154381137988,0.017998395047575375,0.2951966066720165,0.022545760250678285,0.6574190836485918,0.5208834880966029,0.47911651190339716,0.16129771867476786,0.07998012916045703,0.3977989223890863,0.12927509648821126,0.23164813328747755,0.6555466391531966,0.34445336084680345,0.734074668500898,0.1496427070197562,29.39038557071344,17000,Both Sexes,All Ages,All Races-All Origins
2014,22,Louisiana,0,0,0,777,4649676,16.7108,0.5995,15.5358,17.8859,0.5130641330166271,0.48693586698337293,0.40769440442350374,0.19060784237373934,0.4016977532027569,0.007086951442700829,0.018729800241423622,0.2908765234998637,0.02211751878820918,0.6611892060278026,0.5133367080721156,0.48666329192788443,0.1642459405786379,0.07931934114715158,0.4040341108212297,0.12261983567618083,0.22978077177679998,0.6562049764417274,0.34379502355827263,0.7218176862271718,0.142362057552276,29.43806705346365,18000,Both Sexes,All Ages,All Races-All Origins
2015,22,Louisiana,0,0,0,861,4670724,18.434,0.62823,17.2026,19.6653,0.511196067722556,0.488803932277444,0.40418974799094953,0.18931887337130374,0.40649137863774676,0.006904891940391667,0.018139970351876415,0.28684559569321993,0.023601466801903722,0.6645080752126082,0.5189201841304517,0.48107981586954823,0.16692673792619178,0.0850823125536397,0.40138097838807835,0.11512054302878989,0.2314894281033003,0.6620113911211672,0.3379886088788328,0.7147538425528595,0.1469922758835921,29.44998829679332,19000,Both Sexes,All Ages,All Races-All Origins
2016,22,Louisiana,0,0,0,996,4681666,21.2745,0.67411,19.9532,22.5957,0.5148269522819918,0.4851730477180082,0.41571417152905443,0.1845176244904484,0.39976820398049717,0.007633282711214132,0.019023259531612182,0.2865078730716969,0.02569738630005595,0.6611381983854209,0.5121892734393734,0.48781072656062663,0.17080968747502198,0.08696347214451283,0.40128686755655024,0.11557829110382863,0.22536168172008633,0.6591799216689314,0.34082007833106864,0.7094956438334266,0.1429542003037327,29.209615538326272,18400,Both Sexes,All Ages,All Races-All Origins
2017,22,Louisiana,0,0,0,1108,4684333,23.6533,0.71059,22.2605,25.0461,0.5145983959543281,0.48540160404567184,0.40468570977045554,0.18276638615621665,0.4125479040733278,0.00667693888032871,0.022124767887479753,0.2776263284737861,0.026944806605823556,0.6666271581525819,0.5124254276796649,0.487574572320335,0.17130891707162893,0.09110663347951484,0.39571727707320925,0.10979416064161827,0.2320730117340287,0.6632294259412903,0.33677057405870964,0.7282209316107621,0.14436411046580538,29.33372841847418,18700,Both Sexes,All Ages,All Races-All Origins
2018,22,Louisiana,0,0,0,1140,4659978,24.4636,0.72455,23.0435,25.8838,0.5172869676695645,0.4827130323304355,0.4013460999158688,0.1834862385321101,0.41516766155202117,0.006129562116902368,0.021193061175433677,0.2659348583790713,0.029485998157125114,0.6772565201714675,0.5145627178398301,0.48543728216016985,0.1774368014101999,0.08833780697888706,0.398902287568607,0.10528424341973479,0.2300388606225712,0.6681623332398542,0.3318376667601458,0.7229678298145107,0.14831136573053963,29.420976723688955,20000,Both Sexes,All Ages,All Races-All Origins
2000,23,Maine,2016,0,1,61,1274923,4.7846,0.61261,3.6598,6.146,0.5226781857451404,0.4773218142548596,0.3182145428365731,0.13462922966162708,0.5471562275017998,0.009359251259899209,0.007199424046076314,0.0021598272138228943,0.013678905687544997,0.9676025917926566,0.6695464362850972,0.3304535637149028,0.17134629229661627,0.09359251259899208,0.4298056155507559,0.07703383729301656,0.22822174226061914,0.748020158387329,0.251979841612671,0.8243340532757379,0.16558675305975523,33.74442044636429,18000,Both Sexes,All Ages,All Races-All Origins
2001,23,Maine,2016,0,1,85,1285692,6.6112,0.71709,5.2808,8.1749,0.520610384462941,0.47938961553705906,0.33590963139120095,0.13535473642489101,0.5287356321839081,0.006539833531510107,0.006143479984145858,0.002972651605231867,0.016250495441934205,0.9680935394371779,0.6593341260404281,0.34066587395957193,0.17419738406658739,0.08303606817281015,0.441141498216409,0.0697582243361078,0.2318668252080856,0.7570352754657154,0.24296472453428458,0.8008323424494649,0.15437970669837495,33.51724137931034,19800,Both Sexes,All Ages,All Races-All Origins
2002,23,Maine,2016,0,1,139,1295960,10.7256,0.90974,8.9426,12.5087,0.525668222316504,0.474331777683496,0.3425965210012728,0.13406873143826897,0.5233347475604582,0.00615188799321171,0.008697496817988969,0.003818413237165889,0.01336444633008061,0.9679677556215528,0.6554942723801442,0.34450572761985576,0.17925328807806534,0.08464149342384387,0.43869325413661436,0.06470089096308868,0.23271107339838779,0.754136614340263,0.24586338565973695,0.8152312261349173,0.1463725074246924,33.42087399236318,20000,Both Sexes,All Ages,All Races-All Origins
2003,23,Maine,2016,0,1,133,1306513,10.1798,0.8827,8.4497,11.9099,0.5232898070551549,0.47671019294484507,0.36737478074449426,0.1327226661469499,0.49990255310855586,0.009744689144416294,0.0070161761839797315,0.004287663223543169,0.01227830832196453,0.9666731631260963,0.6686805690898461,0.331319430910154,0.1876827129214578,0.08828688364841161,0.42857142857142855,0.06723835509647243,0.2282206197622296,0.7495614889885013,0.2504385110114987,0.77704151237575525,0.15552523874488403,33.340284544923016,20000,Both Sexes,All Ages,All Races-All Origins
2004,23,Maine,2016,0,1,140,1313688,10.657,0.90068,8.8917,12.4224,0.5165588869292573,0.4834411130707427,0.3748775230256712,0.13149127963942778,0.493631197334901,0.005095042132079169,0.008818342151675485,0.005095042132079169,0.015873015873015872,0.9651185577111503,0.6439349402312365,0.35606505976876346,0.19713893787967862,0.08210856359004508,0.42484812855183224,0.059572800313541056,0.23633156966490299,0.7511267881638252,0.2488732118361748,0.7928669410150891,0.15539878502841467,33.334313149127965,20000,Both Sexes,All Ages,All Races-All Origins
2005,23,Maine,2016,0,1,163,1318787,12.3598,0.9681,10.4624,14.2573,0.5135135135135135,0.4864864864864865,0.3935726771547667,0.12478149791582627,0.481645824929407,0.008202232082829098,0.00645421540943929,0.004168347451929542,0.010488100040338847,0.9706871050154632,0.6533548473846982,0.3466451526153019,0.163641253193492,0.08592174263816055,0.4480301196719107,0.06602124512572274,0.236385639370714,0.7353771682129892,0.2646228317870109,0.7472098964636278,0.13123571332526557,32.93478553180046,19100,Both Sexes,All Ages,All Races-All Origins
2006,23,Maine,2016,0,1,159,1323619,12.0125,0.95265,10.1453,13.8797,0.5123619147816938,0.48763808521830615,0.3962388216728038,0.14032088374539717,0.46344029458179903,0.00828511309836928,0.008022093634928985,0.005128879537085744,0.013677012098895318,0.9648869016307207,0.6461073119410836,0.3538926880589164,0.1724092582851131,0.08403471856917412,0.4395055234087322,0.06430825881115203,0.23974224092582852,0.728563913729616,0.271436086270384,0.7263282482903735,0.13769068911099422,32.37493424513414,18000,Both Sexes,All Ages,All Races-All Origins
2007,23,Maine,2016,0,1,159,1327040,11.9816,0.9502,10.1192,13.8439,0.516510067114094,0.483489932885906,0.4297986577181208,0.12241610738255033,0.44778523489932887,0.007651006711409396,0.00832214765100671,0.0044295302013422815,0.011409395973154362,0.9681879194630872,0.6559731543624161,0.3440268456375839,0.17812080536912753,0.09020134228187919,0.42832214765100673,0.06375838926174497,0.2395973154362416,0.7280536912751678,0.2719463087248322,0.7378523489932886,0.14161073825503356,32.16751677852349,19000,Both Sexes,All Ages,All Races-All Origins
2008,23,Maine,2016,0,1,162,1330509,12.1758,0.95662,10.3008,14.0508,0.5174702058504875,0.48252979414951247,0.42808775731310944,0.1367822318526544,0.4351300108342362,0.007042253521126761,0.007583965330444204,0.005687973997833153,0.014761646803900325,0.9649241603466956,0.6218851570964247,0.3781148429035753,0.1688786565547129,0.08382990249187432,0.43025460455037917,0.0635157096424702,0.2535211267605634,0.7296858071505958,0.2703141928494041,0.7263001083423619,0.14802275189599134,31.7453954496208,20000,Both Sexes,All Ages,All Races-All Origins
2009,23,Maine,2016,0,1,173,1329590,13.0115,0.98925,11.0726,14.9505,0.5113759479956663,0.4886240520043337,0.4463705308775731,0.13691765980498374,0.4167118093174431,0.007583965330444204,0.006365113759479957,0.006365113759479957,0.013407367280606717,0.9662784398699892,0.6434182015167931,0.3565817984832069,0.17768147345612134,0.08437161430119176,0.41874322860238355,0.06324485373781148,0.25595882990249186,0.7208829902491874,0.27911700975081255,0.715465872156013,0.12973997833152762,31.43621343445287,20000,Both Sexes,All Ages,All Races-All Origins
2010,23,Maine,2016,0,1,135,1328361,10.1629,0.87468,8.4485,11.8773,0.5126148272739035,0.4873851727260965,0.4471471082934403,0.13442877474446888,0.4184241169620908,0.008280502005434079,0.008021736317764264,0.007116056410919912,0.014879027041014362,0.9617026782248674,0.6122396170267822,0.38776038297321774,0.17828955880450253,0.08901539655841635,0.4239875792469919,0.05770474835036874,0.25100271703972055,0.7152283607193686,0.2847716392806314,0.707724155776944,0.1262776555828697,30.870229007633586,20000,Both Sexes,All Ages,All Races-All Origins
2011,23,Maine,2016,0,1,156,1328188,11.7453,0.94038,9.9022,13.5885,0.5023929471032745,0.49760705289672547,0.45503778337531486,0.1459697732997481,0.39899244332493705,0.0078085642317380355,0.009445843828715366,0.008438287153652394,0.014231738035264483,0.9600755667506298,0.6093198992443325,0.3906801007556675,0.17934508816120906,0.09143576826196474,0.41221662468513853,0.06536523929471033,0.25163727959697735,0.691183879093199,0.308816120906801,0.6736775818639799,0.13916876574307305,29.9727959697733,18000,Both Sexes,All Ages,All Races-All Origins
2012,23,Maine,2016,0,1,150,1329192,11.2851,0.92142,9.4791,13.091,0.5121412803532008,0.4878587196467991,0.47539280612907414,0.1405012336060252,0.3841059602649007,0.010388261264770809,0.007661342682768472,0.006882223087910661,0.01545253863134658,0.9596156343332035,0.6082326970523309,0.39176730294766915,0.18517075704453967,0.0876509544215037,0.4218932606155045,0.05246071938709258,0.25282430853135957,0.6966627710686923,0.3033372289313076,0.6554992858070381,0.12323074925334372,30.040124659135177,18000,Both Sexes,All Ages,All Races-All Origins
